id,first_name,last_name,email,country,ip_address,resident,dnaProfile.pedigree.dqPoints
944,Nicole,Sanders,nsandersq7@craigslist.org,Thailand,9.249.125.193,FALSE,0
945,Tina,Greene,tgreeneq8@army.mil,China,114.123.236.20,TRUE,0
946,Earl,Warren,ewarrenq9@biglobe.ne.jp,Bolivia,83.183.230.200,FALSE,0
947,Rebecca,Campbell,rcampbellqa@so-net.ne.jp,Luxembourg,91.129.115.41,TRUE,0
948,James,Hall,jhallqb@weibo.com,France,48.5.182.18,FALSE,0
949,Amy,Garrett,agarrettqc@shop-pro.jp,Portugal,45.152.92.46,TRUE,0
950,Ralph,Myers,rmyersqd@smugmug.com,Philippines,73.201.232.246,FALSE,0
951,Anne,Lawson,alawsonqe@cornell.edu,Indonesia,58.207.175.189,TRUE,0
952,Marilyn,Fisher,mfisherqf@delicious.com,Sweden,223.146.142.11,TRUE,0
953,Randy,Jackson,rjacksonqg@yahoo.com,China,123.205.52.206,TRUE,0
954,Roy,Allen,rallenqh@icio.us,China,204.10.151.242,FALSE,0
955,Kimberly,Price,kpriceqi@umn.edu,Poland,71.26.182.213,TRUE,0
956,Angela,Spencer,aspencerqj@pagesperso-orange.fr,Philippines,237.21.56.101,FALSE,0
957,Brian,Olson,bolsonqk@bloomberg.com,China,71.236.5.200,TRUE,0
958,Kevin,Pierce,kpierceql@mashable.com,Mali,236.193.32.202,FALSE,0
959,Martha,Sanchez,msanchezqm@wired.com,Cyprus,95.216.236.163,FALSE,0
960,Beverly,Simmons,bsimmonsqn@princeton.edu,Paraguay,90.188.26.5,TRUE,0
961,Bruce,Kelley,bkelleyqo@edublogs.org,United States,228.226.21.37,FALSE,0
962,Janet,Nguyen,jnguyenqp@fda.gov,China,111.61.126.91,FALSE,0
963,Maria,Johnson,mjohnsonqq@t-online.de,Poland,189.246.155.26,FALSE,0
964,Kenneth,Woods,kwoodsqr@wired.com,China,36.27.237.105,FALSE,0
965,Wanda,Green,wgreenqs@canalblog.com,Poland,152.197.105.133,TRUE,0
966,Keith,White,kwhiteqt@php.net,Canada,87.116.134.255,TRUE,0
967,Rebecca,Porter,rporterqu@scribd.com,France,249.173.165.117,FALSE,0
968,Samuel,Scott,sscottqv@usnews.com,Palestinian Territory,119.76.248.106,FALSE,0
969,Louis,Hanson,lhansonqw@yandex.ru,Sweden,177.91.236.73,TRUE,0
970,Kimberly,Knight,kknightqx@jalbum.net,Sweden,222.4.41.67,TRUE,0
971,Elizabeth,Sullivan,esullivanqy@virginia.edu,Philippines,162.157.44.44,TRUE,0
972,Brandon,Howard,bhowardqz@cisco.com,Germany,202.157.157.10,FALSE,0
973,Jean,Owens,jowensr0@bbb.org,Indonesia,91.57.90.67,TRUE,0
974,Adam,Hicks,ahicksr1@desdev.cn,Brazil,142.36.174.243,TRUE,0
975,Shawn,Nelson,snelsonr2@washington.edu,China,86.60.134.42,FALSE,0
976,Theresa,Richards,trichardsr3@sohu.com,Myanmar,144.1.238.86,TRUE,0
977,Rebecca,Ellis,rellisr4@state.tx.us,Indonesia,124.120.77.132,TRUE,0
978,Rachel,Hart,rhartr5@constantcontact.com,Philippines,217.245.75.111,TRUE,0
979,Ernest,Cox,ecoxr6@telegraph.co.uk,Kenya,155.192.237.179,FALSE,0
980,Frank,Turner,fturnerr7@goo.gl,China,95.114.107.246,FALSE,0
981,Adam,Olson,aolsonr8@businessweek.com,China,108.33.248.111,FALSE,0
982,Lois,Ramos,lramosr9@nature.com,Cameroon,100.209.27.116,FALSE,0
983,Anthony,Morgan,amorganra@opera.com,Iraq,152.119.4.142,TRUE,0
984,Scott,Richards,srichardsrb@soundcloud.com,Sweden,126.170.183.162,TRUE,0
985,Ruby,Montgomery,rmontgomeryrc@xing.com,Indonesia,174.195.200.21,FALSE,0
986,Charles,Watson,cwatsonrd@drupal.org,Syria,244.73.217.127,TRUE,0
987,Sarah,Watkins,swatkinsre@shop-pro.jp,Bulgaria,2.175.120.229,FALSE,0
988,Brenda,Roberts,brobertsrf@redcross.org,China,21.102.163.69,TRUE,0
989,Anthony,Stone,astonerg@vinaora.com,Indonesia,141.30.217.142,TRUE,0
990,Ruth,Crawford,rcrawfordrh@altervista.org,Poland,143.52.82.65,TRUE,0
991,Joseph,Johnston,jjohnstonri@bbc.co.uk,Argentina,202.153.253.92,TRUE,0
992,Earl,Welch,ewelchrj@google.cn,China,51.167.138.43,TRUE,0
993,Pamela,Morales,pmoralesrk@eepurl.com,China,250.2.184.250,TRUE,0
994,Carl,Robinson,crobinsonrl@nature.com,Vietnam,14.206.114.200,TRUE,0
995,Julia,Sanders,jsandersrm@cbc.ca,Poland,156.31.123.247,TRUE,0
996,Louise,Fisher,lfisherrn@e-recht24.de,Indonesia,104.51.39.5,FALSE,0
997,Alan,Elliott,aelliottro@cbslocal.com,China,251.153.74.92,FALSE,0
998,Irene,Russell,irussellrp@is.gd,Albania,51.114.129.152,FALSE,0
999,Rebecca,Bowman,rbowmanrq@cyberchimps.com,Slovenia,211.173.165.180,FALSE,0
1000,Daniel,Armstrong,darmstrongrr@cargocollective.com,Poland,80.245.88.19,TRUE,0
